,Sourceid,Title,Type,Issn,SJR,SJR Best Quartile,H index,Issn1,Issn2
6426,15272,Spanish Journal of Psychology,journal,"19882904, 11387416",0.783,Q1,54,19882904,11387416
6427,30082,Archives of Gynecology and Obstetrics,journal,"14320711, 09320067",0.782,Q2,84,14320711,09320067
6428,13817,Biotropica,journal,"17447429, 00063606",0.782,Q1,109,17447429,00063606
6429,25471,Blood Purification,journal,"02535068, 14219735",0.782,Q2,67,02535068,14219735
6430,19700175044,Clinical and Experimental Gastroenterology,journal,11787023,0.782,Q2,45,11787023,
6431,5700167223,Critical Discourse Studies,journal,"17405912, 17405904",0.782,Q1,39,17405912,17405904
6432,21100774318,Epidemiology and health,journal,20927193,0.782,Q2,37,20927193,
6433,21100902029,"IEEE Journal of Electromagnetics, RF and Microwaves in Medicine and Biology",journal,24697249,0.782,Q1,27,24697249,
6434,26843,"International Journal for the Psychology of Religion, The",journal,10508619,0.782,Q1,39,10508619,
6435,21100454936,Journal of Applied Volcanology,journal,21915040,0.782,Q1,33,21915040,
6436,5700177956,Journal of Family Communication,journal,"15327698, 15267431",0.782,Q1,32,15327698,15267431
6437,21101043565,Journal of Global Security Studies,journal,"20573189, 20573170",0.782,Q1,21,20573189,20573170
6438,25917,Journal of Polymers and the Environment,journal,"15728900, 15662543",0.782,Q1,99,15728900,15662543
6439,21100854887,Nursing Open,journal,20541058,0.782,Q1,34,20541058,
6440,21100923620,Phytobiomes Journal,journal,24712906,0.782,Q1,27,24712906,
6441,21100385605,Smart and Sustainable Built Environment,journal,"20466102, 20466099",0.782,Q1,28,20466102,20466099
6442,27748,Emerging Markets Finance and Trade,journal,1540496X,0.781,Q1,58,1540496X,
6443,83986,Gaodianya Jishu/High Voltage Engineering,journal,10036520,0.781,Q2,68,10036520,
6444,21100854133,Gerontology and Geriatric Medicine,journal,23337214,0.781,Q2,17,23337214,
6445,20795,Human Immunology,journal,"01988859, 18791166",0.781,Q2,103,01988859,18791166
6446,4400151417,Integrated Environmental Assessment and Management,journal,"15513793, 15513777",0.781,Q1,71,15513793,15513777
6447,27543,International Journal of Earth Sciences,journal,"14373254, 14373262",0.781,Q1,109,14373254,14373262
6448,16276,Journal of Earthquake Engineering,journal,"13632469, 1559808X",0.781,Q1,86,13632469,1559808X
6449,22556,Journal of Experimental Zoology Part B: Molecular and Developmental Evolution,journal,"15525007, 15525015",0.781,Q1,70,15525007,15525015
6450,21162,Journal of Materials Science,journal,"15734803, 00222461",0.781,Q1,214,15734803,00222461
6451,21101058922,Legume Science,journal,26396181,0.781,Q1,22,26396181,
6452,21101056011,mHealth,journal,23069740,0.781,Q2,15,23069740,
6453,18800156706,Molecular Medicine Reports,journal,"17913004, 17912997",0.781,Q2,86,17913004,17912997
6454,12655,Nuclear Data Sheets,journal,"00903752, 10959904",0.781,Q2,68,00903752,10959904
6455,19900191743,Qualitative Research in Accounting and Management,journal,11766093,0.781,Q2,35,11766093,
6456,21100454916,Abdominal Radiology,journal,"23660058, 2366004X",0.78,Q1,88,23660058,2366004X
6457,21100817122,Agricultural and Food Economics,journal,21937532,0.78,Q1,31,21937532,
6458,91727,Bosnian Journal of Basic Medical Sciences,journal,"18404812, 15128601",0.78,Q2,39,18404812,15128601
6459,21101046176,Clinical Psychology in Europe,journal,26253410,0.78,Q2,13,26253410,
6460,32383,Cultural Anthropology,journal,"08867356, 15481360",0.78,Q1,91,08867356,15481360
6461,145221,Educational Assessment,journal,"10627197, 15326977",0.78,Q1,35,10627197,15326977
6462,21101046767,Environmental Research Communications,journal,25157620,0.78,Q1,24,25157620,
6463,12681,"European Journal of Obstetrics, Gynecology and Reproductive Biology",journal,"18727654, 03012115",0.78,Q2,116,18727654,03012115
6464,25096,Food and Chemical Toxicology,journal,"18736351, 02786915",0.78,Q1,203,18736351,02786915
6465,5400152639,IET Intelligent Transport Systems,journal,"17519578, 1751956X",0.78,Q1,64,17519578,1751956X
6466,21100369721,Journal of Archaeological Science: Reports,journal,2352409X,0.78,Q1,43,2352409X,
6467,19900190213,Journal of Current Southeast Asian Affairs,journal,"18684882, 18681034",0.78,Q1,18,18684882,18681034
6468,15946,Journal of Korean Medical Science,journal,"15986357, 10118934",0.78,Q2,85,15986357,10118934
6469,19700186816,Journal of Mechanisms and Robotics,journal,"19424302, 19424310",0.78,Q1,60,19424302,19424310
6470,23961,Journal of Number Theory,journal,"10961658, 0022314X",0.78,Q1,50,10961658,0022314X
6471,21101066154,Nawpa Pacha,journal,"00776297, 20516207",0.78,Q1,5,00776297,20516207
6472,19700166506,Tobacco Induced Diseases,journal,"16179625, 20707266",0.78,Q1,38,16179625,20707266
6473,20941,Ultramicroscopy,journal,"03043991, 18792723",0.78,Q1,137,03043991,18792723
6474,21100903488,Universe,journal,22181997,0.78,Q1,40,22181997,
6475,19464,Annals of Pharmacotherapy,journal,"10600280, 15426270",0.779,Q2,122,10600280,15426270
6476,25355,Canadian Journal of Development Studies,journal,"21589100, 02255189",0.779,Q1,40,21589100,02255189
6477,13869,Eye and Contact Lens,journal,"1542233X, 15422321",0.779,Q2,67,1542233X,15422321
6478,21322,"Flow, Turbulence and Combustion",journal,"13866184, 15731987",0.779,Q1,75,13866184,15731987
6479,22634,Holocene,journal,"14770911, 09596836",0.779,Q1,132,14770911,09596836
6480,12156,Journal of Biomedical Optics,journal,"15602281, 10833668",0.779,Q1,160,15602281,10833668
6481,21101041846,Journal of Computer Applications in Archaeology,journal,25148362,0.779,Q1,15,25148362,
6482,29610,Journal of Mathematical Biology,journal,"03036812, 14321416",0.779,Q1,107,03036812,14321416
6483,14323,"Brain, Behavior and Evolution",journal,"14219743, 00068977",0.778,Q2,84,14219743,00068977
6484,27430,Chaos,journal,"10541500, 10897682",0.778,Q1,127,10541500,10897682
6485,21100201310,ChemPlusChem,journal,21926506,0.778,Q1,73,21926506,
6486,24340,Dermatologic Therapy,journal,"13960296, 15298019",0.778,Q1,82,13960296,15298019
6487,17489,Free Radical Research,journal,"10715762, 10292470",0.778,Q2,135,10715762,10292470
6488,29470,Hydrological Sciences Journal,journal,02626667,0.778,Q1,118,02626667,
6489,12373,Journal of Computer Information Systems,journal,08874417,0.778,Q1,77,08874417,
6490,21100781436,Journal of Experimental Pharmacology,journal,11791454,0.778,Q2,23,11791454,
6491,19700175228,Management Research Review,journal,20408269,0.778,Q1,72,20408269,
6492,21092,Mechanics Based Design of Structures and Machines,journal,"15397742, 15397734",0.778,Q1,52,15397742,15397734
6493,25164,Newsletters on Stratigraphy,journal,00780421,0.778,Q1,41,00780421,
6494,21101107533,Reading in a Foreign Language,journal,15390578,0.778,Q1,8,15390578,
6495,25176,Regulatory Toxicology and Pharmacology,journal,"02732300, 10960295",0.778,Q2,123,02732300,10960295
6496,21100202716,Thoracic Cancer,journal,"17597714, 17597706",0.778,Q2,48,17597714,17597706
6497,26146,Visual Computer,journal,"14322315, 01782789",0.778,Q2,75,14322315,01782789
6498,16597,CardioVascular and Interventional Radiology,journal,01741551,0.777,Q2,96,01741551,
6499,21101076323,Digital Geography and Society,journal,26663783,0.777,Q1,9,26663783,
6500,13545,Eating Behaviors,journal,"18737358, 14710153",0.777,Q2,87,18737358,14710153
6501,14172,Feminism and Psychology,journal,"14617161, 09593535",0.777,Q1,66,14617161,09593535
6502,21101021458,JMIR Human Factors,journal,22929495,0.777,Q2,30,22929495,
6503,4000148817,"Journal of Plastic, Reconstructive and Aesthetic Surgery",journal,"18780539, 17486815",0.777,Q1,112,18780539,17486815
6504,11800154592,Journal of Sports Economics,journal,"15270025, 15527794",0.777,Q1,56,15270025,15527794
6505,19700182697,Risk Management and Healthcare Policy,journal,11791594,0.777,Q2,45,11791594,
6506,28755,Brain Tumor Pathology,journal,"14337398, 1861387X",0.776,Q2,45,14337398,1861387X
6507,25307,Calcolo,journal,"11265434, 00080624",0.776,Q1,39,11265434,00080624
6508,19700190346,Consumption Markets and Culture,journal,"10253866, 1477223X",0.776,Q1,39,10253866,1477223X
6509,12780,Fisheries Oceanography,journal,"10546006, 13652419",0.776,Q1,87,10546006,13652419
6510,21100390415,"Global health, science and practice",journal,2169575X,0.776,Q2,44,2169575X,
6511,22674,International Journal of Remote Sensing,journal,"13665901, 01431161",0.776,Q1,203,13665901,01431161
6512,21100859816,International Journal of Retina and Vitreous,journal,20569920,0.776,Q2,32,20569920,
6513,144785,Rangeland Ecology and Management,journal,15507424,0.776,Q1,81,15507424,
6514,27045,American Journal of Clinical Pathology,journal,"19437722, 00029173",0.775,Q1,141,19437722,00029173
6515,21100235632,Asian Journal of Shipping and Logistics,journal,20925212,0.775,Q2,35,20925212,
6516,16940,Cell Biochemistry and Function,journal,"02636484, 10990844",0.775,Q2,71,02636484,10990844
6517,15460,Eating and Weight Disorders,journal,"11244909, 15901262",0.775,Q2,61,11244909,15901262
6518,29736,Foot and Ankle Clinics,journal,"15581934, 10837515",0.775,Q1,66,15581934,10837515
6519,21101068038,IEEE Open Journal of Engineering in Medicine and Biology,journal,26441276,0.775,Q2,16,26441276,
6520,13530,Journal of the Royal Statistical Society. Series A: Statistics in Society,journal,"09641998, 1467985X",0.775,Q1,94,09641998,1467985X
6521,13936,Journal of Urban Affairs,journal,"07352166, 14679906",0.775,Q1,71,07352166,14679906
6522,21781,Metroeconomica,journal,"00261386, 1467999X",0.775,Q2,36,00261386,1467999X
6523,23287,Oryx,journal,"00306053, 13653008",0.775,Q1,83,00306053,13653008
6524,11600153404,Pure and Applied Mathematics Quarterly,journal,"15588599, 15588602",0.775,Q1,26,15588599,15588602
6525,21100848457,Regenerative Therapy,journal,23523204,0.775,Q2,31,23523204,
6526,19195,Surgical Clinics of North America,journal,"00396109, 15583171",0.775,Q1,100,00396109,15583171
6527,21100873344,Transgender Health,journal,2380193X,0.775,Q1,38,2380193X,
6528,21100400176,Analysis and Mathematical Physics,journal,"1664235X, 16642368",0.774,Q1,25,1664235X,16642368
6529,25202,Chinese Geographical Science,journal,"10020063, 1993064X",0.774,Q1,49,10020063,1993064X
6530,13822,Cornell Law Review,journal,00108847,0.774,Q1,55,00108847,
6531,28425,Fire Safety Journal,journal,03797112,0.774,Q1,99,03797112,
6532,15168,Hydrobiologia,journal,"15735117, 00188158",0.774,Q1,165,15735117,00188158
6533,15641,Journal of Family Issues,journal,"15525481, 0192513X",0.774,Q1,97,15525481,0192513X
6534,28208,Journal of Holistic Nursing,journal,"15525724, 08980101",0.774,Q1,47,15525724,08980101
6535,20040,Nephron,journal,"00282766, 14230186",0.774,Q1,99,00282766,14230186
6536,28837,Nursing Forum,journal,"17446198, 00296473",0.774,Q1,52,17446198,00296473
6537,14240,Reactive and Functional Polymers,journal,13815148,0.774,Q1,115,13815148,
6538,19400158383,Saudi Journal of Biological Sciences,journal,1319562X,0.774,Q1,87,1319562X,
6539,21100853506,Ultrasonography,journal,"22885919, 22885943",0.774,Q2,37,22885919,22885943
6540,21100854624,ACS Earth and Space Chemistry,journal,24723452,0.773,Q2,41,24723452,
6541,21101060204,Advances in Aerodynamics,journal,25246992,0.773,Q1,14,25246992,
6542,16511,Australian Journal of Public Administration,journal,"14678500, 03136647",0.773,Q1,53,14678500,03136647
6543,18026,BMC Pulmonary Medicine,journal,14712466,0.773,Q2,79,14712466,
6544,11300153314,European Journal of Engineering Education,journal,"03043797, 14695898",0.773,Q1,59,03043797,14695898
6545,23404,Experimental Physiology,journal,"1469445X, 09580670",0.773,Q2,114,1469445X,09580670
6546,38284,Grass and Forage Science,journal,"13652494, 01425242",0.773,Q1,67,13652494,01425242
6547,21101037328,In Silico Plants,journal,25175025,0.773,Q1,13,25175025,
6548,20000195020,Indian Journal of Psychological Medicine,journal,"02537176, 09751564",0.773,Q2,40,02537176,09751564
6549,21101076317,Intelligence-Based Medicine,journal,26665212,0.773,Q2,11,26665212,
6550,24856,Journal of Cutaneous Medicine and Surgery,journal,"16157109, 12034754",0.773,Q1,55,16157109,12034754
6551,21100867250,Journal of Open Research Software,journal,20499647,0.773,Q1,14,20499647,
6552,16834,Journal of the Peripheral Nervous System,journal,"10859489, 15298027",0.773,Q2,76,10859489,15298027
6553,21100199779,Korean Journal of Pain,journal,"20930569, 20059159",0.773,Q1,32,20930569,20059159
6554,21101048330,Mining Science and Technology(Russian Federation),journal,25000632,0.773,Q1,9,25000632,
6555,17113,Postgraduate Medicine,journal,"12182583, 00325481",0.773,Q2,67,12182583,00325481
6556,24274,Social Politics,journal,"10724745, 14682893",0.773,Q1,65,10724745,14682893
6557,14882,Test,journal,"11330686, 18638260",0.773,Q2,49,11330686,18638260
6558,21100445637,Clinical Nutrition ESPEN,journal,24054577,0.772,Q2,39,24054577,
6559,23064,Scandinavian Journal of Management,journal,"09565221, 18733387",0.772,Q2,69,09565221,18733387
6560,22270,Scandinavian Journal of Surgery,journal,"17997267, 14574969",0.772,Q1,56,17997267,14574969
6561,21101077288,Scholarship of Teaching and Learning in Psychology,journal,"23322101, 2332211X",0.772,Q1,10,23322101,2332211X
6562,19301,World Journal of Surgery,journal,"03642313, 14322323",0.772,Q1,171,03642313,14322323
6563,19700182730,Asian American Journal of Psychology,journal,"19481985, 19481993",0.771,Q2,39,19481985,19481993
6564,16832,Biochimica et Biophysica Acta - Proteins and Proteomics,journal,"15709639, 18781454",0.771,Q1,165,15709639,18781454
6565,21100807769,BJPsych Bulletin,journal,"20564708, 20564694",0.771,Q2,27,20564708,20564694
6566,11800154587,China Information,journal,"0920203X, 1741590X",0.771,Q1,31,0920203X,1741590X
6567,38138,Current Opinion in Clinical Nutrition and Metabolic Care,journal,"13631950, 15353885",0.771,Q2,135,13631950,15353885
6568,17900156720,European Early Childhood Education Research Journal,journal,"1350293X, 17521807",0.771,Q1,47,1350293X,17521807
6569,5100152302,Gastroenterology and Hepatology,journal,15547914,0.771,Q2,58,15547914,
6570,24838,International Journal of Dermatology,journal,"00119059, 13654632",0.771,Q1,108,00119059,13654632
6571,4700152801,Journal of International Consumer Marketing,journal,"08961530, 15287068",0.771,Q2,56,08961530,15287068
6572,19700175255,Journal of Personnel Psychology,journal,"18665888, 21905150",0.771,Q2,37,18665888,21905150
6573,4700152786,Journal of Political Marketing,journal,"15377857, 15377865",0.771,Q1,32,15377857,15377865
6574,21100922610,Journal of Professions and Organization,journal,"20518811, 20518803",0.771,Q2,25,20518811,20518803
6575,21101103383,Journal of Research in Innovative Teaching and Learning,journal,23977604,0.771,Q1,12,23977604,
6576,29614,Plasma Sources Science and Technology,journal,"13616595, 09630252",0.771,Q1,123,13616595,09630252
6577,21100229165,Research in Learning Technology,journal,"21567077, 21567069",0.771,Q1,37,21567077,21567069
6578,21100897707,Trauma Surgery and Acute Care Open,journal,23975776,0.771,Q1,28,23975776,
6579,16845,Biochemical and Biophysical Research Communications,journal,"0006291X, 10902104",0.77,Q1,292,0006291X,10902104
6580,21100463829,Chinese Journal of Population Resources and Environment,journal,"23254262, 20969589",0.77,Q1,21,23254262,20969589
6581,31003,Conference Proceedings - IEEE Applied Power Electronics Conference and Exposition - APEC,conference and proceedings,-,0.77,-,97,-,
6582,21100817528,Energy Science and Engineering,journal,20500505,0.77,Q2,51,20500505,
6583,4700152903,Forensic Toxicology,journal,"18608965, 18608973",0.77,Q1,45,18608965,18608973
6584,17295,IEEE Microwave and Wireless Components Letters,journal,15311309,0.77,Q1,134,15311309,
6585,21100976126,IEEE Solid-State Circuits Letters,journal,25739603,0.77,Q2,23,25739603,
6586,21100844181,International Journal of Tourism Cities,journal,"20565615, 20565607",0.77,Q1,29,20565615,20565607
6587,21101141804,IoT,journal,2624831X,0.77,Q1,16,2624831X,
6588,20324,Journal of educational administration and history,journal,"14787431, 00220620",0.77,Q1,26,14787431,00220620
6589,16498,Past and Present,journal,"00312746, 1477464X",0.77,Q1,47,00312746,1477464X
6590,21100454943,Physiological Reports,journal,2051817X,0.77,Q2,59,2051817X,
6591,78905,Research and Practice for Persons with Severe Disabilities,journal,15407969,0.77,Q1,56,15407969,
6592,21100248865,Tissue Engineering and Regenerative Medicine,journal,"17382696, 22125469",0.77,Q2,38,17382696,22125469
6593,18400156701,Aeolian Research,journal,18759637,0.769,Q1,60,18759637,
6594,21101156913,Biomaterials Translational,journal,2096112X,0.769,Q2,12,2096112X,
6595,11900154314,Cardiovascular Therapeutics,journal,"17555914, 17555922",0.769,Q2,54,17555914,17555922
6596,21101048373,Current Sustainable/Renewable Energy Reports,journal,21963010,0.769,Q1,26,21963010,
6597,21101150130,Frontiers in Toxicology,journal,26733080,0.769,Q1,15,26733080,
6598,19600163000,Inquiry (United Kingdom),journal,"15023923, 0020174X",0.769,Q1,40,15023923,0020174X
6599,15932,Journal of Health Services Research and Policy,journal,"17581060, 13558196",0.769,Q2,84,17581060,13558196
6600,5700165208,Journal of Physics A: Mathematical and Theoretical,journal,"17518113, 17518121",0.769,Q1,167,17518113,17518121
6601,24774,Knowledge Engineering Review,journal,"14698005, 02698889",0.769,Q2,71,14698005,02698889
6602,17800,Materials Chemistry and Physics,journal,02540584,0.769,Q1,177,02540584,
6603,5700168982,Pacific Philosophical Quarterly,journal,"02790750, 14680114",0.769,Q1,38,02790750,14680114
6604,20337,Parasite,journal,"1252607X, 17761042",0.769,Q1,55,1252607X,17761042
6605,23671,Speech Communication,journal,01676393,0.769,Q1,117,01676393,
6606,16700154702,Veterinary and Comparative Oncology,journal,"14765829, 14765810",0.769,Q1,48,14765829,14765810
6607,18473,Cell Structure and Function,journal,"13473700, 03867196",0.768,Q2,65,13473700,03867196
6608,21101033903,Civil Engineering Journal (Iran),journal,"26766957, 24763055",0.768,Q1,35,26766957,24763055
6609,19700175167,Frontiers in Neuroinformatics,journal,16625196,0.768,Q2,77,16625196,
6610,11800154595,International Journal of Qualitative Studies on Health and Well-being,journal,"17482631, 17482623",0.768,Q1,47,17482631,17482623
6611,14500154702,Journal of Cardiovascular Translational Research,journal,"19375395, 19375387",0.768,Q1,60,19375395,19375387
6612,17598,Journal of Cellular Biochemistry,journal,"07302312, 10974644",0.768,Q2,186,07302312,10974644
6613,20952,Journal of Computing and Information Science in Engineering,journal,15309827,0.768,Q1,57,15309827,
6614,29280,Journal of Occupational Health,journal,"13489585, 13419145",0.768,Q2,70,13489585,13419145
6615,15719,Pediatric Clinics of North America,journal,"00313955, 15578240",0.768,Q1,102,00313955,15578240
6616,21101053571,"Translation, Cognition and Behavior",journal,"25425285, 25425277",0.768,Q1,9,25425285,25425277
6617,24131,American Journal of Primatology,journal,"02752565, 10982345",0.767,Q1,92,02752565,10982345
6618,16829,Biochimica et Biophysica Acta - General Subjects,journal,"18728006, 03044165",0.767,Q1,181,18728006,03044165
6619,27197,Cancer Nursing,journal,"0162220X, 15389804",0.767,Q2,86,0162220X,15389804
6620,14995,Current Pain and Headache Reports,journal,"15343081, 15313433",0.767,Q1,83,15343081,15313433
6621,21100924250,Digital Health,journal,20552076,0.767,Q2,30,20552076,
6622,29536,European Journal of Population,journal,"15729885, 01686577",0.767,Q1,61,15729885,01686577
6623,12708,Fetal Diagnosis and Therapy,journal,"14219964, 10153837",0.767,Q1,70,14219964,10153837
6624,18282,Irish Veterinary Journal,journal,"03680762, 20460481",0.767,Q1,40,03680762,20460481
6625,23879,Journal of Interventional Cardiac Electrophysiology,journal,"15728595, 1383875X",0.767,Q2,64,15728595,1383875X
6626,17243,Journal of Vascular and Interventional Radiology,journal,"10510443, 15357732",0.767,Q2,147,10510443,15357732
6627,27122,Applied Nursing Research,journal,"15328201, 08971897",0.766,Q1,65,15328201,08971897
6628,26939,Building Research and Information,journal,"09613218, 14664321",0.766,Q1,105,09613218,14664321
6629,12016,Canadian Journal of Fisheries and Aquatic Sciences,journal,"0706652X, 12057533",0.766,Q1,169,0706652X,12057533
6630,17600155106,Flexible Services and Manufacturing Journal,journal,"19366590, 19366582",0.766,Q1,53,19366590,19366582
6631,20830,Health (United Kingdom),journal,"13634593, 14617196",0.766,Q1,63,13634593,14617196
6632,26157,Journal of Bone and Mineral Metabolism,journal,"09148779, 14355604",0.766,Q2,86,09148779,14355604
6633,21100370879,Journal of managed care &amp; specialty pharmacy,journal,"23761032, 23760540",0.766,Q1,75,23761032,23760540
6634,19200156914,Journal of Policy and Practice in Intellectual Disabilities,journal,"17411130, 17411122",0.766,Q1,40,17411130,17411122
6635,25319,Journal of Psychoactive Drugs,journal,02791072,0.766,Q2,72,02791072,
6636,21100884577,Journal of Scleroderma and Related Disorders,journal,"23971991, 23971983",0.766,Q2,22,23971991,23971983
6637,20135,Cadernos de Saude Publica,journal,"0102311X, 16784464",0.765,Q2,88,0102311X,16784464
6638,4400151523,Clinical Practice and Epidemiology in Mental Health,journal,17450179,0.765,Q2,58,17450179,
6639,21101175734,Combinatorial Theory,journal,27661334,0.765,Q1,4,27661334,
6640,130173,"Community, Work and Family",journal,"14693615, 13668803",0.765,Q1,52,14693615,13668803
6641,4700152610,Current Diabetes Reviews,journal,"15733998, 18756417",0.765,Q2,68,15733998,18756417
6642,21317,Health Promotion Practice,journal,15248399,0.765,Q1,61,15248399,
6643,19700188272,International journal of older people nursing,journal,"17483735, 17483743",0.765,Q2,39,17483735,17483743
6644,12100156129,Learning Disabilities Research and Practice,journal,"15405826, 09388982",0.765,Q1,31,15405826,09388982
6645,4000150001,Bioinorganic Chemistry and Applications,journal,"15653633, 1687479X",0.764,Q1,48,15653633,1687479X
6646,29771,Biological Journal of the Linnean Society,journal,"00244066, 10958312",0.764,Q1,125,00244066,10958312
6647,16901,Biological Trace Element Research,journal,"15590720, 01634984",0.764,Q1,102,15590720,01634984
6648,21101043806,Chronic Diseases and Translational Medicine,journal,2095882X,0.764,Q2,19,2095882X,
6649,14916,Cognitive Neuropsychology,journal,"14640627, 02643294",0.764,Q1,97,14640627,02643294
6650,21101045739,FASEB BioAdvances,journal,25739832,0.764,Q2,18,25739832,
6651,12600154709,Geriatrics and Gerontology International,journal,"14441586, 14470594",0.764,Q1,77,14441586,14470594
6652,9500154152,Intelligent Service Robotics,journal,"18612784, 18612776",0.764,Q1,40,18612784,18612776
6653,5000154606,Internal and Emergency Medicine,journal,18280447,0.764,Q1,62,18280447,
6654,35941,Journal of Animal Science,journal,"15253163, 00218812",0.764,Q1,182,15253163,00218812
6655,20217,Journal of Applied Microbiology,journal,"13652672, 13645072",0.764,Q2,185,13652672,13645072
6656,144642,Managerial Auditing Journal,journal,02686902,0.764,Q1,71,02686902,
6657,26660,Pancreas,journal,"15364828, 08853177",0.764,Q2,119,15364828,08853177
6658,144733,Phenomenology and the Cognitive Sciences,journal,15687759,0.764,Q1,54,15687759,
6659,21100244224,"Religion, Brain and Behavior",journal,"2153599X, 21535981",0.764,Q1,30,2153599X,21535981
6660,19900191746,Asia-Pacific Journal of Business Administration,journal,"17574331, 17574323",0.763,Q1,27,17574331,17574323
6661,21100913138,Atmospheric and Oceanic Science Letters,journal,"23766123, 16742834",0.763,Q1,31,23766123,16742834
6662,21100826864,Climate,journal,22251154,0.763,Q2,47,22251154,
6663,24173,Connection Science,journal,"13600494, 09540091",0.763,Q2,49,13600494,09540091
6664,3300147502,International Journal of Mechanics and Materials in Design,journal,15691713,0.763,Q1,44,15691713,
6665,40900,International Journal of Sport Nutrition and Exercise Metabolism,journal,"1526484X, 15432742",0.763,Q2,89,1526484X,15432742
6666,25623,Journal of Supercomputing,journal,"15730484, 09208542",0.763,Q2,81,15730484,09208542
6667,12403,Medical Oncology,journal,"13570560, 1559131X",0.763,Q2,90,13570560,1559131X
6668,21100811143,Propulsion and Power Research,journal,2212540X,0.763,Q1,41,2212540X,
6669,22670,Aerosol Science and Technology,journal,"15217388, 02786826",0.762,Q2,123,15217388,02786826
6670,19499,BMC Women's Health,journal,14726874,0.762,Q2,64,14726874,
6671,5200153049,Cognitive Neurodynamics,journal,"18714080, 18714099",0.762,Q2,51,18714080,18714099
6672,19900191604,International Journal of Cognitive Therapy,journal,"19371209, 19371217",0.762,Q2,37,19371209,19371217
6673,21100904904,International Journal of Particle Therapy,journal,23315180,0.762,Q2,13,23315180,
6674,12695,International Review of Education,journal,"15730638, 00208566",0.762,Q1,46,15730638,00208566
6675,4700152759,Journal of Bisexuality,journal,15299716,0.762,Q1,42,15299716,
6676,15854,Journal of Circadian Rhythms,journal,17403391,0.762,Q2,33,17403391,
6677,19200156950,Journal of Enterprising Communities,journal,17506204,0.762,Q2,40,17506204,
6678,21101038577,Journal of Mass Spectrometry and Advances in the Clinical Lab,journal,2667145X,0.762,Q1,16,2667145X,
6679,21100200416,Journal of Mathematical Neuroscience,journal,21908567,0.762,Q3,22,21908567,
6680,14045,"Psychology, Public Policy, and Law",journal,10768971,0.762,Q1,75,10768971,
6681,19124,Queueing Systems,journal,"15729443, 02570130",0.762,Q2,58,15729443,02570130
6682,12024,Applied Cognitive Psychology,journal,"10990720, 08884080",0.761,Q1,119,10990720,08884080
6683,4400151608,ChemMedChem,journal,"18607187, 18607179",0.761,Q1,119,18607187,18607179
6684,144960,Education and Training,journal,00400912,0.761,Q1,85,00400912,
6685,24185,Expert Systems,journal,"14680394, 02664720",0.761,Q2,51,14680394,02664720
6686,51565,International Dairy Journal,journal,09586946,0.761,Q1,159,09586946,
6687,22605,Journal of Zoological Systematics and Evolutionary Research,journal,"09475745, 14390469",0.761,Q1,56,09475745,14390469
6688,21100824892,"Law, Innovation and Technology",journal,"1757997X, 17579961",0.761,Q1,23,1757997X,17579961
6689,27356,Metallurgical and Materials Transactions A: Physical Metallurgy and Materials Science,journal,"10735623, 15431940",0.761,Q1,190,10735623,15431940
6690,21100889437,Molecular Omics,journal,25154184,0.761,Q2,25,25154184,
6691,21100467354,Pulmonary Circulation,journal,"20458932, 20458940",0.761,Q2,54,20458932,20458940
6692,18635,Respiratory Care,journal,"19433654, 00201324",0.761,Q2,107,19433654,00201324
6693,19851,Current Urology Reports,journal,"15346285, 15272737",0.76,Q1,53,15346285,15272737
6694,21101017244,Drones,journal,2504446X,0.76,Q1,43,2504446X,
6695,26844,"Estuarine, Coastal and Shelf Science",journal,"10960015, 02727714",0.76,Q1,156,10960015,02727714
6696,21100905985,IEEE Journal on Exploratory Solid-State Computational Devices and Circuits,journal,23299231,0.76,Q2,23,23299231,
6697,12100157191,Innate Immunity,journal,"17534259, 17534267",0.76,Q2,78,17534259,17534267
6698,15096,Jornal de Pediatria,journal,"16784782, 00217557",0.76,Q1,62,16784782,00217557
6699,21100897951,Journal of Interactive Media in Education,journal,1365893X,0.76,Q1,15,1365893X,
6700,26970,Journal of Physical Chemistry B,journal,"15205207, 15206106",0.76,Q1,422,15205207,15206106
6701,17646,Presse Medicale,journal,"07554982, 22130276",0.76,Q2,55,07554982,22130276
6702,21101167206,Advances in Simulation,journal,20590628,0.759,Q1,27,20590628,
6703,21101174247,AI (Switzerland),journal,26732688,0.759,Q2,19,26732688,
6704,19700175011,Application of Clinical Genetics,journal,1178704X,0.759,Q2,40,1178704X,
6705,21100278316,Arachnology,journal,"20509936, 20509928",0.759,Q1,12,20509936,20509928
6706,23488,Current Medicinal Chemistry,journal,"09298673, 1875533X",0.759,Q1,202,09298673,1875533X
6707,29325,Current Problems in Cancer,journal,"01470272, 15356345",0.759,Q2,47,01470272,15356345
6708,14533,Development Growth and Differentiation,journal,"1440169X, 00121592",0.759,Q2,73,1440169X,00121592
6709,101597,"European Journal of Cancer, Supplement",journal,"18781217, 13596349",0.759,Q2,29,18781217,13596349
6710,22250,Forestry,journal,"0015752X, 14643626",0.759,Q1,76,0015752X,14643626
6711,23816,Journal of Algebraic Combinatorics,journal,"09259899, 15729192",0.759,Q1,45,09259899,15729192
6712,21101041957,Journal of Translational Internal Medicine,journal,"2450131X, 22244018",0.759,Q2,20,2450131X,22244018
6713,5700152857,"Mind, Culture, and Activity",journal,"10749039, 15327884",0.759,Q1,61,10749039,15327884
