,Sourceid,Title,Type,Issn,SJR,SJR Best Quartile,H index,Issn1,Issn2
11963,10900153301,International Journal of Mechanical and Materials Engineering,journal,"18230334, 21982791",0.444,Q2,34,18230334,21982791
11964,21100794598,Journal of Media Ethics: Exploring Questions of Media Morality,journal,"2373700X, 23736992",0.444,Q1,24,2373700X,23736992
11965,15970,Journal of Medicinal Food,journal,"15577600, 1096620X",0.444,Q3,101,15577600,1096620X
11966,21100836844,Minimax Theory and its Applications,journal,"21991413, 21991421",0.444,Q3,9,21991413,21991421
11967,21100929584,Open Journal of Bioresources,journal,20565542,0.444,Q3,6,20565542,
11968,14027,"Psychology, Crime and Law",journal,"14772744, 1068316X",0.444,Q1,68,14772744,1068316X
11969,18800156731,RELIEVE - Revista Electronica de Investigacion y Evaluacion Educativa,journal,11344032,0.444,Q2,24,11344032,
11970,21101089493,Reproduction and Breeding,journal,26670712,0.444,Q2,5,26670712,
11971,21100199731,Scandinavian Journal of Information Systems,journal,"19010990, 09050167",0.444,Q3,14,19010990,09050167
11972,21100860692,South Asian Journal of Human Resources Management,journal,"23220937, 23495790",0.444,Q3,14,23220937,23495790
11973,13540,Advances in Polymer Technology,journal,"07306679, 10982329",0.443,Q2,54,07306679,10982329
11974,21100942342,Asian Journal of University Education,journal,"26009749, 18237797",0.443,Q2,18,26009749,18237797
11975,28469,Discrete Optimization,journal,15725286,0.443,Q3,42,15725286,
11976,21100384222,Egyptian Journal of Forensic Sciences,journal,"20905939, 2090536X",0.443,Q1,26,20905939,2090536X
11977,7000153231,IET Computer Vision,journal,"17519640, 17519632",0.443,Q3,47,17519640,17519632
11978,21100453533,International Journal of Breast Cancer,journal,"20903170, 20903189",0.443,Q3,23,20903170,20903189
11979,19700175790,International Journal of Social Psychology,journal,"15793680, 02134748",0.443,Q3,28,15793680,02134748
11980,21101044936,Italian Journal of Dermatology and Venereology,journal,"27848450, 27848671",0.443,Q2,34,27848450,27848671
11981,25998,Journal of Clinical Apheresis,journal,"07332459, 10981101",0.443,Q3,51,07332459,10981101
11982,21100405702,Journal of Computer Virology and Hacking Techniques,journal,22638733,0.443,Q2,46,22638733,
11983,21100244214,"Journal of Control, Automation and Electrical Systems",journal,"21953880, 21953899",0.443,Q2,29,21953880,21953899
11984,21100218515,Journal of Gambling Issues,journal,19107595,0.443,Q3,18,19107595,
11985,21100781705,Journal of Machine Engineering,journal,"18957595, 23918071",0.443,Q2,15,18957595,23918071
11986,21100874338,Journal of Public and Nonprofit Affairs,journal,23813717,0.443,Q2,11,23813717,
11987,21100829144,Journal of the Australian Library and Information Association,journal,"24750158, 24750166",0.443,Q2,25,24750158,24750166
11988,23030,Journal of the Royal Society of New Zealand,journal,03036758,0.443,Q1,45,03036758,
11989,24747,Modern Asian Studies,journal,"0026749X, 14698099",0.443,Q1,48,0026749X,14698099
11990,21100456197,Multicultural Education Review,journal,"23770031, 2005615X",0.443,Q1,17,23770031,2005615X
11991,9500153993,Neuroradiology Journal,journal,"23851996, 19714009",0.443,Q3,30,23851996,19714009
11992,5800179580,Physica Status Solidi (A) Applications and Materials Science,journal,"18626300, 18626319",0.443,Q2,116,18626300,18626319
11993,20409,Proceedings of the Institution of Mechanical Engineers. Part I: Journal of Systems and Control Engineering,journal,"09596518, 20413041",0.443,Q2,53,09596518,20413041
11994,19700170191,Quality in Ageing and Older Adults,journal,"20428766, 14717794",0.443,Q2,22,20428766,14717794
11995,21101052807,Quaternary Sciences,journal,10017410,0.443,Q2,16,10017410,
11996,21101079251,Recent advances in inflammation & allergy drug discovery,journal,"27722716, 27722708",0.443,Q3,37,27722716,27722708
11997,21101098755,Telemedicine Reports,journal,26924366,0.443,Q3,7,26924366,
11998,19520,Veterinary Immunology and Immunopathology,journal,"01652427, 18732534",0.443,Q2,107,01652427,18732534
11999,20887,Virus Genes,journal,"1572994X, 09208569",0.443,Q3,64,1572994X,09208569
12000,19700177038,Acta Entomologica Musei Nationalis Pragae,journal,"18046487, 03741036",0.442,Q2,23,18046487,03741036
12001,27820,Acta Gastro-Enterologica Belgica,journal,00015644,0.442,Q3,39,00015644,
12002,80174,Annals of Finance,journal,"16142454, 16142446",0.442,Q2,28,16142454,16142446
12003,28055,Australian Journal of Primary Health,journal,"18367399, 14487527",0.442,Q3,38,18367399,14487527
12004,19900193250,Building Acoustics,journal,"1351010X, 20598025",0.442,Q2,30,1351010X,20598025
12005,19414,Canadian Journal of Urology,journal,11959479,0.442,Q3,47,11959479,
12006,21100925710,Carpathian Mathematical Publications,journal,"20759827, 23130210",0.442,Q2,12,20759827,23130210
12007,13414,Contemporary Family Therapy,journal,"08922764, 15733335",0.442,Q1,40,08922764,15733335
12008,21100238613,Digital Education Review,journal,20139144,0.442,Q2,23,20139144,
12009,13130,Distributed and Parallel Databases,journal,"09268782, 15737578",0.442,Q2,46,09268782,15737578
12010,22164,Genetic Resources and Crop Evolution,journal,"09259864, 15735109",0.442,Q2,78,09259864,15735109
12011,23751,Hypertension in Pregnancy,journal,"10641955, 15256065",0.442,Q3,52,10641955,15256065
12012,22108,"International Journal of Disability, Development and Education",journal,"1465346X, 1034912X",0.442,Q2,49,1465346X,1034912X
12013,21100867943,International Journal of Ethics and Systems,journal,25149369,0.442,Q1,31,25149369,
12014,19207,Journal of Bryology,journal,"17432820, 03736687",0.442,Q2,38,17432820,03736687
12015,24418,Journal of Geoscience Education,journal,10899995,0.442,Q2,43,10899995,
12016,22586,Journal of Shellfish Research,journal,"07308000, 19436319",0.442,Q2,71,07308000,19436319
12017,14429,Journal of Visualization,journal,"13438875, 13866478",0.442,Q2,35,13438875,13866478
12018,26687,Minerva Medica,journal,00264806,0.442,Q3,40,00264806,
12019,20410,"Proceedings of the Institution of Mechanical Engineers, Part J: Journal of Engineering Tribology",journal,"2041305X, 13506501",0.442,Q2,67,2041305X,13506501
12020,19600161811,Research in gerontological nursing,journal,"19382464, 19404921",0.442,Q2,31,19382464,19404921
12021,7800153101,Review of Diabetic Studies,journal,"16140575, 16136071",0.442,Q3,52,16140575,16136071
12022,5700161063,Urban Forum,journal,10153802,0.442,Q2,44,10153802,
12023,21100246534,"Acta Crystallographica Section B: Structural Science, Crystal Engineering and Materials",journal,"20525206, 20525192",0.441,Q2,43,20525206,20525192
12024,21100203316,Annals of Rehabilitation Medicine,journal,"22340653, 22340645",0.441,Q2,41,22340653,22340645
12025,21101088431,Antimicrobial Stewardship and Healthcare Epidemiology,journal,2732494X,0.441,Q3,8,2732494X,
12026,21100201977,Electronic Journal of Information Systems in Developing Countries,journal,16814835,0.441,Q3,47,16814835,
12027,4700152406,Ethnicities,journal,"14687968, 17412706",0.441,Q1,58,14687968,17412706
12028,6200180160,Frontiers of Earth Science,journal,"20950195, 20950209",0.441,Q2,37,20950195,20950209
12029,27003,Geoscience Canada,journal,03150941,0.441,Q2,36,03150941,
12030,145250,Industrial and Commercial Training,journal,00197858,0.441,Q2,42,00197858,
12031,5800154205,International Journal of Comparative and Applied Criminal Justice,journal,"21576475, 01924036",0.441,Q1,19,21576475,01924036
12032,21101044881,International Journal of Serious Games,journal,23848766,0.441,Q2,12,23848766,
12033,19700201529,IPSJ Transactions on Computer Vision and Applications,journal,18826695,0.441,Q3,25,18826695,
12034,21101162998,Journal of Classical Analysis,journal,18485987,0.441,Q3,5,18485987,
12035,21100298691,Journal of Function Spaces,journal,"23148888, 23148896",0.441,Q3,37,23148888,23148896
12036,30014,Journal of Motor Behavior,journal,"00222895, 19401027",0.441,Q3,79,00222895,19401027
12037,21100812209,Journal of Radars,journal,2095283X,0.441,Q2,27,2095283X,
12038,25663,Journal of Ship Research,journal,00224502,0.441,Q2,51,00224502,
12039,18387,Medicine (United States),journal,"00257974, 15365964",0.441,Q3,174,00257974,15365964
12040,21100388318,Plant Gene,journal,23524073,0.441,Q2,32,23524073,
12041,21101094440,Progress in Microbes and Molecular Biology,journal,26371049,0.441,Q3,21,26371049,
12042,18728,"Psychiatry, Psychology and Law",journal,"19341687, 13218719",0.441,Q1,38,19341687,13218719
12043,18222,Revista Clinica Espanola,journal,"00142565, 15781860",0.441,Q3,29,00142565,15781860
12044,88538,Romanian Journal of Internal Medicine,journal,"2501062X, 12204749",0.441,Q3,26,2501062X,12204749
12045,21100923470,Safety,journal,2313576X,0.441,Q2,21,2313576X,
12046,17507,Social Compass,journal,"00377686, 14617404",0.441,Q1,37,00377686,14617404
12047,19700201636,Soil Research,journal,"18386768, 1838675X",0.441,Q2,95,18386768,1838675X
12048,21378,Viral Immunology,journal,"15578976, 08828245",0.441,Q3,70,15578976,08828245
12049,21100875757,Advances in Operator Theory,journal,2538225X,0.44,Q3,16,2538225X,
12050,17300154911,Annales Societatis Geologorum Poloniae,journal,02089068,0.44,Q2,24,02089068,
12051,20000195094,Cell Journal,journal,"22285806, 22285814",0.44,Q3,40,22285806,22285814
12052,23526,Communications in Statistics Part B: Simulation and Computation,journal,"15324141, 03610918",0.44,Q3,55,15324141,03610918
12053,100147035,Criminal Justice Review,journal,"15563839, 07340168",0.44,Q1,42,15563839,07340168
12054,21101055116,Current Reviews in Clinical and Experimental Pharmacology,journal,"27724328, 27724336",0.44,Q2,49,27724328,27724336
12055,21100812867,Geoscience Data Journal,journal,20496060,0.44,Q2,19,20496060,
12056,24836,"Indian Journal of Dermatology, Venereology and Leprology",journal,"03786323, 09733922",0.44,Q2,57,03786323,09733922
12057,25109,Inhalation Toxicology,journal,"08958378, 10917691",0.44,Q3,97,08958378,10917691
12058,21100814045,Journal of Human Rights and the Environment,journal,"17597188, 17597196",0.44,Q1,14,17597188,17597196
12059,12120,Journal of Nonparametric Statistics,journal,"10290311, 10485252",0.44,Q3,44,10290311,10485252
12060,20500195422,Journal of Pipeline Systems Engineering and Practice,journal,"19491190, 19491204",0.44,Q2,36,19491190,19491204
12061,21101105293,Journal of Translational Genetics and Genomics,journal,25785281,0.44,Q3,10,25785281,
12062,18317,Journal of Veterinary Medical Education,journal,0748321X,0.44,Q2,45,0748321X,
12063,21100890157,Journal of Wine Economics,journal,"1931437X, 19314361",0.44,Q2,13,1931437X,19314361
12064,63779,Lake and Reservoir Management,journal,07438141,0.44,Q2,47,07438141,
12065,19700188449,Medical Ultrasonography,journal,"20668643, 18444172",0.44,Q2,37,20668643,18444172
12066,21578,Numerical Heat Transfer; Part A: Applications,journal,"15210634, 10407782",0.44,Q2,81,15210634,10407782
12067,21100867420,Pakistan Journal of Commerce and Social Science,journal,"19978553, 23098619",0.44,Q2,19,19978553,23098619
12068,22313,Performance Evaluation,journal,01665316,0.44,Q3,71,01665316,
12069,33410,Phytoparasitica,journal,03342123,0.44,Q2,53,03342123,
12070,21100853511,Rehabilitation Research and Practice,journal,"20902875, 20902867",0.44,Q2,13,20902875,20902867
12071,4500151538,Revista Brasileira de Parasitologia Veterinaria,journal,0103846X,0.44,Q2,38,0103846X,
12072,21100902635,Revista Electronica Interuniversitaria de Formacion del Profesorado,journal,15750965,0.44,Q1,13,15750965,
12073,21100211748,Scienze Regionali,journal,"17203929, 2035603X",0.44,Q2,16,17203929,2035603X
12074,21101101298,Advanced Control for Applications: Engineering and Industrial Systems,journal,25780727,0.439,Q3,7,25780727,
12075,21100429293,Advances in Civil Engineering Materials,journal,"23791357, 21653984",0.439,Q2,24,23791357,21653984
12076,19900191701,Azania,journal,"0067270X, 19455534",0.439,Q1,24,0067270X,19455534
12077,14288,Behavioural Processes,journal,"18728308, 03766357",0.439,Q2,91,18728308,03766357
12078,26584,Chemical Physics,journal,03010104,0.439,Q2,132,03010104,
12079,27454,Composite Interfaces,journal,"09276440, 15685543",0.439,Q2,54,09276440,15685543
12080,21100854134,Hupo Kexue/Journal of Lake Sciences,journal,10035427,0.439,Q2,27,10035427,
12081,21100394100,IET Networks,journal,"20474962, 20474954",0.439,Q3,31,20474962,20474954
12082,21100398494,Interdisciplinary Journal of Problem-based Learning,journal,15415015,0.439,Q2,22,15415015,
12083,29230,International Journal of Occupational Medicine and Environmental Health,journal,"12321087, 1896494X",0.439,Q3,56,12321087,1896494X
12084,21100255539,International Review of Economics Education,journal,14773880,0.439,Q2,27,14773880,
12085,19400158466,JMM International Journal on Media Management,journal,"14241250, 14241277",0.439,Q2,29,14241250,14241277
12086,29947,Journal of Chemotherapy,journal,"1120009X, 19739478",0.439,Q3,56,1120009X,19739478
12087,21100855990,Journal of Dynamics and Games,journal,21646074,0.439,Q3,11,21646074,
12088,26620,Journal of Electronic Materials,journal,"03615235, 1543186X",0.439,Q2,112,03615235,1543186X
12089,21101047452,Journal of Soft Computing in Civil Engineering,journal,25882872,0.439,Q1,15,25882872,
12090,22877,Journal of Sustainable Forestry,journal,"1540756X, 10549811",0.439,Q2,37,1540756X,10549811
12091,21100777369,Managerial Finance,journal,"03074358, 17587743",0.439,Q2,48,03074358,17587743
12092,12691,Merrill-Palmer Quarterly,journal,"0272930X, 15350266",0.439,Q2,79,0272930X,15350266
12093,21101064229,New England Journal of Entrepreneurship,journal,25748904,0.439,Q2,19,25748904,
12094,15738,Pediatric Hematology and Oncology,journal,"08880018, 15210669",0.439,Q2,48,08880018,15210669
12095,21167,Pharmacogenomics,journal,"14622416, 17448042",0.439,Q3,100,14622416,17448042
12096,21101120350,Q Open,journal,26339048,0.439,Q2,7,26339048,
12097,17400154810,Radiological Physics and Technology,journal,"18650341, 18650333",0.439,Q2,27,18650341,18650333
12098,21100791289,Sport Management Education Journal,journal,"21632367, 19386974",0.439,Q2,13,21632367,19386974
12099,19588,Surgical and Radiologic Anatomy,journal,"09301038, 12798517",0.439,Q2,72,09301038,12798517
12100,21100827893,Sustainable Development of Mountain Territories,journal,"19984502, 2499975X",0.439,Q2,15,19984502,2499975X
12101,21100448239,Advances in Orthopedics,journal,"20903472, 20903464",0.438,Q3,23,20903472,20903464
12102,16948,Chirality,journal,"1520636X, 08990042",0.438,Q2,83,1520636X,08990042
12103,19679,Diseases of Aquatic Organisms,journal,"16161580, 01775103",0.438,Q2,111,16161580,01775103
12104,21100206280,Ensenanza de las Ciencias,journal,"02124521, 21746486",0.438,Q2,22,02124521,21746486
12105,56471,Euphytica,journal,"15735060, 00142336",0.438,Q2,122,15735060,00142336
12106,21100941746,Global Pediatric Health,journal,2333794X,0.438,Q2,22,2333794X,
12107,21539,Harvard Civil Rights-Civil Liberties Law Review,journal,00178039,0.438,Q1,30,00178039,
12108,6100153023,"IET Microwaves, Antennas and Propagation",journal,17518725,0.438,Q2,82,17518725,
12109,5300152720,"IET Science, Measurement and Technology",journal,"17518822, 17518830",0.438,Q2,57,17518822,17518830
12110,13762,International Journal of Thermophysics,journal,"15729567, 0195928X",0.438,Q2,78,15729567,0195928X
12111,29822,"Iowa orthopaedic journal, The",journal,15415457,0.438,Q3,49,15415457,
12112,29571,Journal of Biological Education,journal,"00219266, 21576009",0.438,Q2,47,00219266,21576009
12113,21101017599,"Journal of Environmental Science and Health, Part C: Toxicology and Carcinogenesis",journal,"26896591, 26896583",0.438,Q3,59,26896591,26896583
12114,15400154800,Journal of Gastrointestinal Cancer,journal,"19416636, 19416628",0.438,Q3,53,19416636,19416628
12115,25427,Journal of Horticultural Science and Biotechnology,journal,14620316,0.438,Q2,70,14620316,
12116,21101021772,Journal of Resources and Ecology,journal,1674764X,0.438,Q2,11,1674764X,
12117,14123,Lipids,journal,"15589307, 00244201",0.438,Q3,132,15589307,00244201
12118,20920,Microscopy Research and Technique,journal,"10970029, 1059910X",0.438,Q2,131,10970029,1059910X
12119,21100857120,Open Agriculture,journal,23919531,0.438,Q2,25,23919531,
12120,55581,Pediatric Endocrinology Reviews,journal,15654753,0.438,Q2,44,15654753,
12121,16621,Plant Species Biology,journal,"0913557X, 14421984",0.438,Q2,41,0913557X,14421984
12122,12991,RAIRO - Operations Research,journal,"12903868, 03990559",0.438,Q3,36,12903868,03990559
12123,19092,Acta Parasitologica,journal,"18961851, 12302821",0.437,Q3,41,18961851,12302821
